?????,?????,??????,?????,????????,??,??,???????
???????,??????? ??? 831,????,2,044-300-2454,36.490416,127.303471,2024-05-31
???????,??????? ???9-9,????,2,044-300-2454,36.480312,127.308283,2024-05-31
???????,??????? ??? ?9,????,2,044-300-2454,36.481872,127.307252,2024-05-31
???????,??????? ??? 32-88,????,2,044-300-2454,36.479808,127.304318,2024-05-31
???????,??????? ???32-15,????,3,044-300-2454,36.48112,127.301214,2024-05-31
???????,??????? ???37-4,????,4,044-300-2454,36.485521,127.300386,2024-05-31
???????,??????? ???36-9,????,3,044-300-2454,36.486295,127.300949,2024-05-31
???????,??????? ???510-4,????,2,044-300-2454,36.486014,127.296217,2024-05-31
???????,??????? ???32-20,????,3,044-300-2454,36.481464,127.302585,2024-05-31
???????,??????? ???9-159,????,3,044-300-2454,36.48305,127.303395,2024-05-31
???????,??????? ???9-197,????,3,044-300-2454,36.482459,127.300928,2024-05-31
???????,??????? ??1? 16 (???),????,3,044-300-2454,36.484297,127.30115,2024-05-31
???????,??????? ??3? 26 (???),????,3,044-300-2454,36.486777,127.2979,2024-05-31
???????,??????? ???509-6,????,3,044-300-2454,36.487313,127.296932,2024-05-31
???????,??????? ???288-6,????,3,044-300-2454,36.490669,127.301073,2024-05-31
???????,??????? ???367-2,????,3,044-300-2454,36.488442,127.297604,2024-05-31
???????,??????? ???771-67,????,2,044-300-2454,36.490094,127.302033,2024-05-31
???????,??????? ???333-5,????,2,044-300-2454,36.485766,127.29453,2024-05-31
???????,??????? ???332-8,????,2,044-300-2454,36.488544,127.302105,2024-05-31
???????,??????? ???286-7,????,3,044-300-2454,36.488387,127.300309,2024-05-31
???????,??????? ??? 631,????,3,044-300-2454,36.513895,127.288,2024-05-31
???????,??????? ??? 29-11,????,1,044-300-2454,36.484796,127.292701,2024-05-31
???????,??????? ??? ??? 355,????,1,044-300-2454,36.504442,127.279478,2024-05-31
???????,??????? ??? 644-564,????,3,044-300-2454,36.515525,127.290495,2024-05-31
???????,??????? ??? 648-1,????,3,044-300-2454,36.51501,127.289276,2024-05-31
???????,??????? ??? 825,????,2,044-300-2454,36.503216,127.290461,2024-05-31
???????,??????? ??? 856-1,????,2,044-300-2454,36.501924,127.296971,2024-05-31
???????,??????? ??? 114-456,????,2,044-300-2454,36.500452,127.295742,2024-05-31
???????,??????? ??? 841,????,2,044-300-2454,36.503605,127.284756,2024-05-31
???????,??????? ??? 810,????,2,044-300-2454,36.50254,127.290865,2024-05-31
???????,??????? ??? ?????? 35,????,1,044-300-2454,36.5026,127.275458,2024-05-31
???????,??????? ??? ?????? 60,????,1,044-300-2454,36.501845,127.278285,2024-05-31
???????,??????? ??? ??? 335,????,1,044-300-2454,36.505016,127.276951,2024-05-31
???????,??????? ??? 114-51,????,1,044-300-2454,36.506345,127.280208,2024-05-31
???????,??????? ??? 735-116,????,1,044-300-2454,36.5075,127.280356,2024-05-31
???????,??????? ??? 41(???),????,1,044-300-2454,36.4812,127.250482,2024-05-31
???????,??????? ??? ? 64,????,2,044-300-2454,36.488809,127.24354,2024-05-31
???????,??????? ??? 78-4,????,4,044-300-2454,36.48632,127.25369,2024-05-31
???????,??????? ??? ? 4,????,1,044-300-2454,36.482358,127.245922,2024-05-31
???????,??????? ??? ? 37,????,1,044-300-2454,36.489141,127.243243,2024-05-31
???????,??????? ??? 89,????,1,044-300-2454,36.488779,127.254664,2024-05-31
???????,??????? ??? 74-9,????,1,044-300-2454,36.48527,127.25617,2024-05-31
???????,??????? ??? 377-6,????,1,044-300-2454,36.485956,127.245002,2024-05-31
???????,??????? ??? 341-124,????,2,044-300-2454,36.483121,127.249803,2024-05-31
???????,??????? ??? 363-7,????,1,044-300-2454,36.49117,127.25569,2024-05-31
???????,??????? ??? 74-66,????,1,044-300-2454,36.48383,127.25893,2024-05-31
???????,??????? ??? 341-172,????,1,044-300-2454,36.48001,127.246356,2024-05-31
???????,??????? ????? 67 (???),????,2,044-300-2454,36.487301,127.250631,2024-05-31
???????,??????? ??? ? 33,????,2,044-300-2454,36.489255,127.246991,2024-05-31
???????,??????? ??? 74-70,????,1,044-300-2454,36.483257,127.257815,2024-05-31
???????,??????? ??? ? 3,????,1,044-300-2454,36.487782,127.253199,2024-05-31
???????,??????? ??? 341-102,????,2,044-300-2454,36.483999,127.252171,2024-05-31
???????,??????? ??? ? 8,????,1,044-300-2454,36.486741,127.255383,2024-05-31
???????,??????? ??? ? 22,????,1,044-300-2454,36.485273,127.250803,2024-05-31
???????,??????? ???? 68 (???),????,2,044-300-2454,36.486594,127.247816,2024-05-31
???????,??????? ????? 6 (???),????,2,044-300-2454,36.481838,127.253525,2024-05-31
???????,??????? ??? 341-77,????,1,044-300-2454,36.487316,127.251769,2024-05-31
???????,??????? ??? 64-2,????,1,044-300-2454,36.484848,127.255533,2024-05-31
???????,??????? ????? 38-11 (???),????,1,044-300-2454,36.484984,127.255065,2024-05-31
???????,??????? ??? 341-83,????,1,044-300-2454,36.484941,127.254038,2024-05-31
???????,??????? ??? 127,????,1,044-300-2454,36.490942,127.254336,2024-05-31
???????,??????? ??? 263-2,????,2,044-300-2454,36.490736,127.249849,2024-05-31
???????,??????? ??? 50,????,1,044-300-2454,36.486319,127.253691,2024-05-31
???????,??????? ??? 41 (???),????,1,044-300-2454,36.484794,127.253256,2024-05-31
???????,??????? ??? 154,????,1,044-300-2454,36.490856,127.252595,2024-05-31
???????,??????? ??? ??? 458-15,????,3,044-300-2454,36.537823,127.351442,2024-05-31
???????,??????? ??? ??? 412-9??,????,4,044-300-2454,36.53048,127.363981,2024-05-31
???????,??????? ??? ??? 102-3,????,3,044-300-2454,36.528257,127.370914,2024-05-31
???????,??????? ??? ??? 102-3,????,3,044-300-2454,36.528288,127.370873,2024-05-31
???????,??????? ??? ??? 1109,????,3,044-300-2454,36.529695,127.396509,2024-05-31
???????,??????? ??? ???? 14,????,3,044-300-2454,36.519227,127.369198,2024-05-31
???????,??????? ??? ??? 1149-24,????,3,044-300-2454,36.5202,127.3676,2024-05-31
???????,??????? ??? ??? 167,????,1,044-300-2454,36.533532,127.355358,2024-05-31
???????,??????? ??? ??? 135,????,1,044-300-2454,36.532135,127.360098,2024-05-31
???????,??????? ??? ??? 213-8,????,3,044-300-2454,36.550461,127.369391,2024-05-31
???????,??????? ??? ??? 642-10,????,3,044-300-2454,36.552409,127.370066,2024-05-31
???????,??????? ??? ??? ?5-5,????,4,044-300-2454,36.529738,127.401768,2024-05-31
???????,??????? ??? ??? 823-18,????,4,044-300-2454,36.50944,127.364906,2024-05-31
???????,??????? ??? ??1? 57,????,3,044-300-2454,36.547227,127.361975,2024-05-31
???????,??????? ??? ????? 135-55,????,2,044-300-2454,36.505614,127.403632,2024-05-31
???????,??????? ??? ??? 998-2,????,2,044-300-2454,36.531609,127.362023,2024-05-31
???????,??????? ??? ??1? 120-3,????,3,044-300-2454,36.509003,127.386112,2024-05-31
???????,??????? ??? ????? 24-4,????,2,044-300-2454,36.55462,127.373476,2024-05-31
???????,??????? ??? ??? 442-39,????,3,044-300-2454,36.49505,127.398774,2024-05-31
???????,??????? ??? ??? 613-6,????,1,044-300-2454,36.524369,127.386672,2024-05-31
???????,??????? ??? ??? 678-6,????,3,044-300-2454,36.503928,127.357986,2024-05-31
???????,??????? ??? ??? 102-1,????,3,044-300-2454,36.560341,127.372596,2024-05-31
???????,??????? ??? ??? 45,????,4,044-300-2454,36.530185,127.366503,2024-05-31
???????,??????? ??? ??? 401-10,????,4,044-300-2454,36.532121,127.365656,2024-05-31
???????,??????? ??? ??? 12-3,????,3,044-300-2454,36.546577,127.367906,2024-05-31
???????,??????? ??? ????? 215,????,3,044-300-2454,36.493663,127.402362,2024-05-31
???????,??????? ??? ????? 301,????,4,044-300-2454,36.529292,127.402814,2024-05-31
???????,??????? ??? ??? 541-4,????,2,044-300-2454,36.527793,127.372959,2024-05-31
???????,??????? ??? ??? 25-2,????,5,044-300-2454,36.528415,127.366769,2024-05-31
???????,??????? ??? ??? 70-10,????,2,044-300-2454,36.526714,127.361901,2024-05-31
???????,??????? ??? ??4? 27,????,4,044-300-2454,36.529084,127.369659,2024-05-31
???????,??????? ??? ??4? 27,????,4,044-300-2454,36.529048,127.36725,2024-05-31
???????,??????? ??? ??? 1155,????,2,044-300-2454,36.527149,127.379199,2024-05-31
???????,??????? ??? ??? 25-7,????,2,044-300-2454,36.525915,127.366285,2024-05-31
???????,??????? ??? ??4? 27,????,3,044-300-2454,36.528119,127.370349,2024-05-31
???????,??????? ??? ??? 1,????,3,044-300-2454,36.526551,127.368363,2024-05-31
???????,??????? ??? ??? 527-1,????,3,044-300-2454,36.527157,127.370143,2024-05-31
???????,??????? ??? ????? 72-2,????,5,044-300-2454,36.530944,127.364883,2024-05-31
???????,??????? ??? ??? 379,????,2,044-300-2454,36.530684,127.396866,2024-05-31
???????,??????? ??? ??4? 29,????,1,044-300-2454,36.528556,127.36854,2024-05-31
???????,??????? ??? ???? 16,????,1,044-300-2454,36.528868,127.373973,2024-05-31
???????,??????? ??? ??2? 6,????,2,044-300-2454,36.532871,127.365388,2024-05-31
???????,??????? ??? ??? 25,????,2,044-300-2454,36.529891,127.369119,2024-05-31
???????,??????? ??? ??? 883-4,????,1,044-300-2454,36.526134,127.361599,2024-05-31
???????,??????? ??? ??? 427-5,????,1,044-300-2454,36.529116,127.364349,2024-05-31
???????,??????? ??? ??? 971,????,1,044-300-2454,36.529844,127.362452,2024-05-31
???????,??????? ??? ??? 23-6,????,1,044-300-2454,36.528645,127.360593,2024-05-31
???????,??????? ??? ??? 881-2,????,1,044-300-2454,36.528418,127.362154,2024-05-31
???????,??????? ??? ????? 6,????,3,044-300-2454,36.526328,127.368442,2024-05-31
???????,??????? ??? ??? 402-9,????,1,044-300-2454,36.531651,127.363198,2024-05-31
???????,??????? ??? ????? 63-3,????,1,044-300-2454,36.532954,127.360503,2024-05-31
???????,??????? ??? ??? 90,????,1,044-300-2454,36.531907,127.365197,2024-05-31
???????,??????? ??? ??? 922-5,????,1,044-300-2454,36.527969,127.383569,2024-05-31
???????,??????? ??? ??3? 20-17,????,2,044-300-2454,36.530812,127.367786,2024-05-31
???????,??????? ??? ??? 13,????,3,044-300-2454,36.512318,127.381853,2024-05-31
???????,??????? ??? ??? 377-3,????,5,044-300-2454,36.554385,127.360983,2024-05-31
???????,??????? ??? ????1? 1,????,1,044-300-2454,36.49808,127.392653,2024-05-31
???????,??????? ??? ??? 486-1,????,3,044-300-2454,36.527925,127.368213,2024-05-31
???????,??????? ??? ??? 377-3,????,5,044-300-2454,36.53481,127.364047,2024-05-31
???????,??????? ??? ??? 401-164,????,1,044-300-2454,36.532647,127.36756,2024-05-31
???????,??????? ????? 711,????,1,044-300-2454,36.527346,127.373632,2024-05-31
???????,??????? ???664-83,????,1,044-300-2454,36.473092,127.284603,2024-05-31
???????,??????? ???665-1,????,2,044-300-2454,36.479819,127.291118,2024-05-31
???????,??????? ???625-4,????,2,044-300-2454,36.481327,127.290786,2024-05-31
???????,??????? ???624-1,????,2,044-300-2454,36.48175,127.291191,2024-05-31
???????,??????? ???664-66,????,1,044-300-2454,36.476061,127.27801,2024-05-31
???????,??????? ???540-2,????,2,044-300-2454,36.480202,127.297884,2024-05-31
???????,??????? ???620-4,????,2,044-300-2454,36.482093,127.296431,2024-05-31
???????,??????? ???617-5,????,2,044-300-2454,36.48421,127.294609,2024-05-31
???????,??????? ???684-1,????,2,044-300-2454,36.477096,127.29618,2024-05-31
???????,??????? ???674,????,2,044-300-2454,36.478597,127.293391,2024-05-31
???????,??????? ???664-101,????,2,044-300-2454,36.474981,127.284878,2024-05-31
???????,??????? ???? 106 (???),????,3,044-300-2454,36.477969,127.283067,2024-05-31
???????,??????? ???? 450(???),????,2,044-300-2454,36.477554,127.290961,2024-05-31
???????,??????? ????? 2129 (???),????,2,044-300-2454,36.479006,127.290117,2024-05-31
???????,??????? ???700-77,????,3,044-300-2454,36.477779,127.287091,2024-05-31
???????,??????? ???700-94,????,2,044-300-2454,36.477791,127.287206,2024-05-31
???????,??????? ???633-8,????,2,044-300-2454,36.479033,127.29489,2024-05-31
???????,??????? ???656,????,2,044-300-2454,36.480738,127.293402,2024-05-31
???????,??????? ???623-5,????,2,044-300-2454,36.488743,127.292492,2024-05-31
???????,??????? ???664-3,????,2,044-300-2454,36.479685,127.284269,2024-05-31
???????,??????? ???? 106 (???),????,3,044-300-2454,36.478497,127.284227,2024-05-31
???????,??????? ???630-8,????,3,044-300-2454,36.47769,127.291674,2024-05-31
???????,??????? ???633-2,????,3,044-300-2454,36.480113,127.293883,2024-05-31
???????,??????? ???632-1,????,3,044-300-2454,36.480308,127.293177,2024-05-31
???????,??????? ???700-90,????,3,044-300-2454,36.475446,127.286525,2024-05-31
???????,??????? ???664-27,????,3,044-300-2454,36.477308,127.285276,2024-05-31
???????,??????? ???664-122,????,3,044-300-2454,36.476432,127.283982,2024-05-31
???????,??????? ???664-115,????,3,044-300-2454,36.476744,127.283893,2024-05-31
???????,??????? ???641-9,????,2,044-300-2454,36.475355,127.292441,2024-05-31
???????,??????? ???49-1,????,2,044-300-2454,36.479026,127.299443,2024-05-31
???????,??????? ???625-1,????,2,044-300-2454,36.481405,127.289277,2024-05-31
???????,??????? ???615-1,????,2,044-300-2454,36.484165,127.293067,2024-05-31
???????,??????? ???623-4,????,2,044-300-2454,36.482634,127.29173,2024-05-31
???????,??????? ???? 137 (???),????,2,044-300-2454,36.480054,127.286204,2024-05-31
???????,??????? ???? 115 (???),????,2,044-300-2454,36.479247,127.284454,2024-05-31
???????,??????? ???664-37,????,3,044-300-2454,36.477896,127.28135,2024-05-31
???????,??????? ???664-74,????,2,044-300-2454,36.474942,127.282548,2024-05-31
???????,??????? ??? 785-346,????,3,044-300-2454,36.483596,127.317288,2024-05-31
???????,??????? ??? 203-103,????,3,044-300-2454,36.482832,127.314754,2024-05-31
???????,??????? ??? ? 165,????,3,044-300-2454,36.482215,127.313098,2024-05-31
???????,??????? ??? 203-75,????,2,044-300-2454,36.482492,127.312794,2024-05-31
???????,??????? ??? 375-1,????,2,044-300-2454,36.495053,127.311743,2024-05-31
???????,??????? ???178-1,????,3,044-300-2454,36.494139,127.313524,2024-05-31
???????,??????? ???323,????,3,044-300-2454,36.49355,127.31273,2024-05-31
???????,??????? ??? 262,????,3,044-300-2454,36.49373,127.311749,2024-05-31
???????,??????? ??? 316,????,1,044-300-2454,36.494723,127.310257,2024-05-31
???????,??????? ??? 49 (???),????,1,044-300-2454,36.498532,127.311637,2024-05-31
???????,??????? ???108-2,????,2,044-300-2454,36.49776,127.315711,2024-05-31
???????,??????? ???62-4,????,2,044-300-2454,36.499119,127.317319,2024-05-31
???????,??????? ???60-1,????,1,044-300-2454,36.500738,127.317129,2024-05-31
???????,??????? ??? 748,????,1,044-300-2454,36.49289,127.305222,2024-05-31
???????,??????? ??? ?61,????,3,044-300-2454,36.493426,127.303864,2024-05-31
???????,??????? ??? ?68,????,2,044-300-2454,36.494719,127.302209,2024-05-31
???????,??????? ???60-4,????,3,044-300-2454,36.50002,127.316206,2024-05-31
???????,??????? ???52-23,????,3,044-300-2454,36.498456,127.313668,2024-05-31
???????,??????? ???45-15,????,2,044-300-2454,36.497823,127.311224,2024-05-31
???????,??????? ???816,????,2,044-300-2454,36.498017,127.30937,2024-05-31
???????,??????? ???771-84,????,3,044-300-2454,36.491548,127.303845,2024-05-31
???????,??????? ???65-7,????,2,044-300-2454,36.496053,127.317966,2024-05-31
???????,??????? ???63-7,????,2,044-300-2454,36.497729,127.317823,2024-05-31
???????,??????? ???395-1,????,2,044-300-2454,36.49595,127.310062,2024-05-31
???????,??????? ???398-1,????,3,044-300-2454,36.497064,127.3095,2024-05-31
???????,??????? ???817,????,2,044-300-2454,36.499162,127.306968,2024-05-31
???????,??????? ???710-2,????,2,044-300-2454,36.496712,127.304484,2024-05-31
???????,??????? ???771-80,????,2,044-300-2454,36.492252,127.302754,2024-05-31
???????,??????? ??? 44-4,????,2,044-300-2454,36.501205,127.308848,2024-05-31
???????,??????? ??? 735,????,1,044-300-2454,36.495987,127.303392,2024-05-31
???????,??????? ??? ?98,????,2,044-300-2454,36.493558,127.301038,2024-05-31
???????,??????? ???762,????,2,044-300-2454,36.495323,127.306943,2024-05-31
???????,??????? ???64-1,????,2,044-300-2454,36.497287,127.318976,2024-05-31
???????,??????? ???42-6,????,3,044-300-2454,36.496143,127.311859,2024-05-31
???????,??????? ???51-12,????,3,044-300-2454,36.501134,127.311011,2024-05-31
???????,??????? ???44-8,????,3,044-300-2454,36.501037,127.309569,2024-05-31
???????,??????? ???234-11,????,2,044-300-2454,36.491749,127.299813,2024-05-31
???????,??????? ???64-9,????,3,044-300-2454,36.49657,127.317548,2024-05-31
???????,??????? ???63-14,????,3,044-300-2454,36.497281,127.316718,2024-05-31
???????,??????? ??1? 80 (???),????,1,044-300-2454,36.518709,127.262868,2024-05-31
???????,??????? ??3? 15 (???),????,1,044-300-2454,36.512412,127.258023,2024-05-31
???????,??????? ??? 515 (???),????,1,044-300-2454,36.508754,127.267627,2024-05-31
???????,??????? ??1? 205 (???),????,1,044-300-2454,36.516031,127.256077,2024-05-31
???????,??????? ??? 570 (???),????,1,044-300-2454,36.513855,127.266204,2024-05-31
???????,??????? ????? 530 (???),????,1,044-300-2454,36.510642,127.260731,2024-05-31
???????,??????? ??? 595 (???),????,1,044-300-2454,36.515865,127.265457,2024-05-31
???????,??????? ??3? 45 (???),????,1,044-300-2454,36.511339,127.253136,2024-05-31
???????,??????? ??8? 30 (???),????,1,044-300-2454,36.518138,127.261821,2024-05-31
???????,??????? ??7? 25 (???),????,1,044-300-2454,36.51872,127.256665,2024-05-31
???????,??????? ??1? 190 (???),????,1,044-300-2454,36.514776,127.255487,2024-05-31
???????,??????? ??? ????? 550,????,1,044-300-2454,36.512328,127.259447,2024-05-31
???????,??????? ??3? 8-29 (???),????,1,044-300-2454,36.514424,127.258172,2024-05-31
???????,??????? ??? 646,????,1,044-300-2454,36.515053,127.262156,2024-05-31
???????,??????? ??? 490,????,1,044-300-2454,36.520366,127.262291,2024-05-31
???????,??????? ??? 401,????,1,044-300-2454,36.52012,127.259611,2024-05-31
???????,"??????? ??3? 7(???, ????8??)",????,2,044-300-2454,36.51069,127.260188,2024-05-31
???????,??????? ???920,????,1,044-300-2454,36.514022,127.258259,2024-05-31
???????,??????? ??? 847,????,2,044-300-2454,36.509565,127.258747,2024-05-31
???????,??????? ??? 847,????,2,044-300-2454,36.510248,127.258278,2024-05-31
???????,??????? ??? 847,????,2,044-300-2454,36.511173,127.258242,2024-05-31
???????,??????? ??? 71,????,3,044-300-2454,36.514857,127.262817,2024-05-31
???????,??????? ??1? 175(???),????,3,044-300-2454,36.513196,127.255487,2024-05-31
???????,??????? ??7? 10 (???),????,2,044-300-2454,36.518254,127.258232,2024-05-31
???????,??????? ??7? 10 (???),????,2,044-300-2454,36.517905,127.258179,2024-05-31
???????,??????? ??5? 15 (???),????,1,044-300-2454,36.516073,127.257219,2024-05-31
???????,??????? ??? 165 (???),????,1,044-300-2454,36.508381,127.25938,2024-05-31
???????,??????? ????? 590 (???),????,2,044-300-2454,36.516031,127.259154,2024-05-31
???????,??????? ???90 (???),????,4,044-300-2454,36.516165,127.26228,2024-05-31
???????,??????? ???30 (???),????,3,044-300-2454,36.510989,127.264095,2024-05-31
???????,??????? ????? 610 (???),????,4,044-300-2454,36.517767,127.258715,2024-05-31
???????,??????? ??1? 130 (???),????,2,044-300-2454,36.509459,127.25636,2024-05-31
???????,??????? ???55 (???),????,1,044-300-2454,36.513031,127.26327,2024-05-31
???????,??????? ??4? 90 (???),????,1,044-300-2454,36.514536,127.268232,2024-05-31
???????,??????? ??? 625 (???),????,1,044-300-2454,36.518561,127.264431,2024-05-31
???????,??????? ??4? 95 (???),????,1,044-300-2454,36.515862,127.268145,2024-05-31
???????,??????? ??? 545 (???),????,1,044-300-2454,36.511604,127.266998,2024-05-31
???????,??????? ??3? 35 (???),????,3,044-300-2454,36.512013,127.255924,2024-05-31
???????,??????? ??2? 20 (???),????,1,044-300-2454,36.519778,127.263559,2024-05-31
???????,??????? ??? 150 (???),????,1,044-300-2454,36.507904,127.257611,2024-05-31
???????,??????? ??? 901,????,3,044-300-2454,36.525382,127.261878,2024-05-31
???????,??????? ??? 583,????,1,044-300-2454,36.518005,127.260664,2024-05-31
???????,??????? ??? 679,????,3,044-300-2454,36.513539,127.257733,2024-05-31
???????,??????? ??? 459-2,????,3,044-300-2454,36.468313,127.263913,2024-05-31
???????,??????? ??? 747-65,????,3,044-300-2454,36.476191,127.275189,2024-05-31
???????,??????? ??? 137-13,????,3,044-300-2454,36.4689,127.2807,2024-05-31
???????,??????? ??? 77-61,????,1,044-300-2454,36.469518,127.280162,2024-05-31
???????,??????? ??? 197-35,????,1,044-300-2454,36.474523,127.272708,2024-05-31
???????,??????? ???664-37,????,3,044-300-2454,36.476273,127.276919,2024-05-31
???????,??????? ???664-108,????,1,044-300-2454,36.475727,127.275601,2024-05-31
???????,??????? ???459-2,????,2,044-300-2454,36.468319,127.264026,2024-05-31
???????,??????? ???379-2,????,2,044-300-2454,36.466177,127.263226,2024-05-31
???????,??????? ???586-10,????,2,044-300-2454,36.46617,127.26545,2024-05-31
???????,??????? ??4? 17(???),????,2,044-300-2454,36.473416,127.275624,2024-05-31
???????,??????? ???586-9,????,3,044-300-2454,36.468565,127.271337,2024-05-31
???????,??????? ???434-21,????,1,044-300-2454,36.467277,127.275293,2024-05-31
???????,??????? ??? 92-4,????,3,044-300-2454,36.470629,127.279414,2024-05-31
???????,??????? ??? 79-1,????,1,044-300-2454,36.473635,127.283139,2024-05-31
???????,??????? ??? 120 (???),????,2,044-300-2454,36.470019,127.28164,2024-05-31
???????,??????? ???99-2,????,1,044-300-2454,36.470404,127.278434,2024-05-31
???????,??????? ???269-6,????,2,044-300-2454,36.467919,127.27522,2024-05-31
???????,??????? ???275-4,????,2,044-300-2454,36.470678,127.271472,2024-05-31
???????,??????? ???585-1,????,3,044-300-2454,36.469188,127.268856,2024-05-31
???????,??????? ???77-42,????,3,044-300-2454,36.471081,127.280412,2024-05-31
???????,??????? ???266-25,????,3,044-300-2454,36.46895,127.278585,2024-05-31
???????,??????? ???664-64,????,2,044-300-2454,36.476815,127.279408,2024-05-31
???????,??????? ???702,????,2,044-300-2454,36.475058,127.281185,2024-05-31
???????,??????? ???567-6,????,2,044-300-2454,36.473358,127.277931,2024-05-31
???????,??????? ???274-5,????,3,044-300-2454,36.471024,127.2699,2024-05-31
???????,??????? ???63-1,????,2,044-300-2454,36.474773,127.273337,2024-05-31
???????,??????? ???265-9,????,2,044-300-2454,36.471473,127.27475,2024-05-31
???????,??????? ???198-80,????,3,044-300-2454,36.473791,127.273553,2024-05-31
???????,??????? ???158-2,????,2,044-300-2454,36.472645,127.274202,2024-05-31
???????,??????? ???264-14,????,2,044-300-2454,36.470802,127.274441,2024-05-31
???????,??????? ???268-4,????,2,044-300-2454,36.469004,127.274426,2024-05-31
???????,??????? ??? 747-382,????,2,044-300-2454,36.467039,127.263068,2024-05-31
???????,??????? ???419-2,????,2,044-300-2454,36.470062,127.265178,2024-05-31
???????,??????? ???220-1,????,2,044-300-2454,36.472818,127.268878,2024-05-31
???????,??????? ???580-4,????,2,044-300-2454,36.466843,127.264419,2024-05-31
???????,??????? ??? 747-272,????,2,044-300-2454,36.471707,127.266384,2024-05-31
???????,??????? ???77-6,????,2,044-300-2454,36.472016,127.285143,2024-05-31
???????,??????? ???269-7,????,2,044-300-2454,36.467605,127.274865,2024-05-31
???????,??????? ???484-38,????,3,044-300-2454,36.466599,127.268086,2024-05-31
???????,??????? ???582-4,????,3,044-300-2454,36.466471,127.271048,2024-05-31
???????,??????? ???137-12,????,2,044-300-2454,36.465443,127.269399,2024-05-31
???????,??????? ????? 2265 (???),????,3,044-300-2454,36.471283,127.276769,2024-05-31
???????,??????? ????? 2257 (???),????,3,044-300-2454,36.473159,127.278187,2024-05-31
???????,??????? ???63-20,????,3,044-300-2454,36.474046,127.276622,2024-05-31
???????,??????? ???? 20(???),????,2,044-300-2454,36.474414,127.27495,2024-05-31
???????,??????? ???566-3,????,2,044-300-2454,36.475151,127.275918,2024-05-31
???????,??????? ??? 342,????,1,044-300-2454,36.493985,127.242856,2024-05-31
???????,"??????? ???? 22 (???, ????1??)",????,1,044-300-2454,36.492515,127.241284,2024-05-31
???????,??????? ??? 630,????,2,044-300-2454,36.484682,127.248694,2024-05-31
???????,??????? ??? 9-2,????,1,044-300-2454,36.493811,127.24775,2024-05-31
???????,??????? ??? 350-1,????,1,044-300-2454,36.493516,127.243173,2024-05-31
???????,??????? ??? ? 34,????,1,044-300-2454,36.493001,127.241292,2024-05-31
???????,??????? ??? 276-18,????,1,044-300-2454,36.499325,127.241561,2024-05-31
???????,??????? ??? 363-111,????,1,044-300-2454,36.494817,127.25457,2024-05-31
???????,??????? ??? 409,????,2,044-300-2454,36.499716,127.236283,2024-05-31
???????,??????? ??? 233,????,2,044-300-2454,36.499586,127.240747,2024-05-31
???????,??????? ??? 629,????,1,044-300-2454,36.494663,127.248299,2024-05-31
???????,???????  ??? 6-1,????,1,044-300-2454,36.496018,127.249091,2024-05-31
???????,??????? ??? 9-4,????,2,044-300-2454,36.493747,127.248871,2024-05-31
???????,??????? ??? 13,????,1,044-300-2454,36.495759,127.252081,2024-05-31
???????,??????? ??? 363-153,????,1,044-300-2454,36.493187,127.251676,2024-05-31
???????,"??????? ???? 109 (???, ????3??)",????,2,044-300-2454,36.496265,127.244945,2024-05-31
???????,??????? ??? 363-72,????,1,044-300-2454,36.492709,127.254046,2024-05-31
???????,??????? ??? 380,????,1,044-300-2454,36.495896,127.240317,2024-05-31
???????,??????? ??? 397-4,????,1,044-300-2454,36.496389,127.237155,2024-05-31
???????,??????? ??? ? 8,????,1,044-300-2454,36.497581,127.238191,2024-05-31
???????,??????? ???? 40 (???),????,1,044-300-2454,36.497574,127.235077,2024-05-31
???????,??????? ??? 363-326,????,1,044-300-2454,36.492057,127.240306,2024-05-31
???????,??????? ??? 271,????,2,044-300-2454,36.499298,127.244871,2024-05-31
???????,??????? ??? 393-3,????,1,044-300-2454,36.498824,127.238379,2024-05-31
???????,??????? ??? 361-186,????,1,044-300-2454,36.492571,127.25555,2024-05-31
???????,??????? ??? 333-2,????,1,044-300-2454,36.494508,127.24485,2024-05-31
???????,??????? ??? 332-3,????,2,044-300-2454,36.49353,127.24507,2024-05-31
???????,??????? ??? 551-114,????,3,044-300-2454,36.479254,127.264854,2024-05-31
???????,??????? ??? 197-8,????,1,044-300-2454,36.483357,127.26817,2024-05-31
???????,??????? ??? 548-92,????,2,044-300-2454,36.490748,127.270089,2024-05-31
???????,??????? ?????? 60,????,2,044-300-2454,36.490945,127.268706,2024-05-31
???????,??????? ??? 1201,????,1,044-300-2454,36.492193,127.265649,2024-05-31
???????,??????? ??? 361-25,????,2,044-300-2454,36.491146,127.259027,2024-05-31
???????,??????? ??? 395,????,2,044-300-2454,36.487558,127.261683,2024-05-31
???????,??????? ??? 316-4,????,2,044-300-2454,36.490543,127.265147,2024-05-31
???????,??????? ??? 658-29,????,2,044-300-2454,36.489756,127.266464,2024-05-31
???????,??????? ??? 254-3,????,3,044-300-2454,36.487414,127.265995,2024-05-31
???????,??????? ??? 402,????,3,044-300-2454,36.485645,127.262854,2024-05-31
???????,??????? ??? 33-2,????,3,044-300-2454,36.486406,127.26923,2024-05-31
???????,??????? ??? ????? 280,????,2,044-300-2454,36.48929,127.25699,2024-05-31
???????,??????? ??? ????? 260,????,1,044-300-2454,36.48769,127.25755,2024-05-31
???????,??????? ??? ????? 155,????,2,044-300-2454,36.47965,127.26325,2024-05-31
